[2020/01/29 12:15:21] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=110, epsilon=8, eval=False, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_droplr/preactresnet_0.03', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.03, lr_schedule='onedrop', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2020/01/29 12:15:25] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/29 15:56:03] - 38 	 278.2 	 	 51.8 	 	 0.1000 	 0.8868 	 0.7532 	 1.4405 	 	 0.4503 	 	 0.9301 	 0.7190 	 1.4500 	 	 0.4549
[2020/01/29 16:01:35] - 39 	 279.1 	 	 52.2 	 	 0.1000 	 0.8839 	 0.7571 	 1.4381 	 	 0.4515 	 	 0.8923 	 0.7243 	 1.4545 	 	 0.4519
[2020/01/29 16:07:07] - 40 	 279.0 	 	 52.0 	 	 0.1000 	 0.8819 	 0.7550 	 1.4367 	 	 0.4512 	 	 0.9262 	 0.7336 	 1.4369 	 	 0.4669
[2020/01/29 16:12:39] - 41 	 279.8 	 	 52.0 	 	 0.1000 	 0.8775 	 0.7582 	 1.4337 	 	 0.4535 	 	 0.8863 	 0.7377 	 1.4133 	 	 0.4747
[2020/01/29 16:18:09] - 42 	 278.4 	 	 51.8 	 	 0.1000 	 0.8780 	 0.7569 	 1.4365 	 	 0.4533 	 	 0.9212 	 0.7067 	 1.4506 	 	 0.4649
[2020/01/29 16:23:40] - 43 	 279.0 	 	 52.0 	 	 0.1000 	 0.8743 	 0.7584 	 1.4325 	 	 0.4543 	 	 0.8782 	 0.7344 	 1.4496 	 	 0.4461
[2020/01/29 16:29:10] - 44 	 278.3 	 	 51.6 	 	 0.1000 	 0.8723 	 0.7590 	 1.4306 	 	 0.4550 	 	 0.9181 	 0.7326 	 1.4373 	 	 0.4654
[2020/01/29 16:34:42] - 45 	 279.4 	 	 52.1 	 	 0.1000 	 0.8688 	 0.7600 	 1.4254 	 	 0.4594 	 	 0.8611 	 0.7258 	 1.4475 	 	 0.4503
[2020/01/29 16:40:12] - 46 	 278.7 	 	 51.8 	 	 0.1000 	 0.8697 	 0.7592 	 1.4273 	 	 0.4571 	 	 0.8657 	 0.7259 	 1.4220 	 	 0.4699
[2020/01/29 16:45:43] - 47 	 278.4 	 	 51.9 	 	 0.1000 	 0.8650 	 0.7629 	 1.4229 	 	 0.4590 	 	 0.8779 	 0.7251 	 1.4218 	 	 0.4659
[2020/01/29 16:51:13] - 48 	 278.3 	 	 51.9 	 	 0.1000 	 0.8677 	 0.7626 	 1.4288 	 	 0.4580 	 	 0.8941 	 0.7222 	 1.4479 	 	 0.4629
[2020/01/29 16:56:44] - 49 	 278.9 	 	 52.1 	 	 0.1000 	 0.8605 	 0.7638 	 1.4204 	 	 0.4578 	 	 0.9073 	 0.7233 	 1.4462 	 	 0.4552
[2020/01/29 17:02:16] - 50 	 279.2 	 	 51.8 	 	 0.1000 	 0.8595 	 0.7652 	 1.4184 	 	 0.4610 	 	 0.8602 	 0.7223 	 1.4163 	 	 0.4689
[2020/01/29 17:07:46] - 51 	 279.0 	 	 51.9 	 	 0.1000 	 0.8551 	 0.7675 	 1.4185 	 	 0.4591 	 	 0.8737 	 0.7242 	 1.4225 	 	 0.4667
[2020/01/29 17:13:16] - 52 	 278.4 	 	 51.3 	 	 0.1000 	 0.8560 	 0.7662 	 1.4178 	 	 0.4608 	 	 0.8487 	 0.7391 	 1.4177 	 	 0.4589
[2020/01/29 17:18:44] - 53 	 277.2 	 	 51.2 	 	 0.1000 	 0.8583 	 0.7656 	 1.4208 	 	 0.4606 	 	 0.8935 	 0.7304 	 1.4423 	 	 0.4641
[2020/01/29 17:24:14] - 54 	 277.6 	 	 51.8 	 	 0.1000 	 0.8540 	 0.7672 	 1.4160 	 	 0.4610 	 	 0.8274 	 0.7519 	 1.4462 	 	 0.4535
[2020/01/29 17:29:43] - 55 	 278.1 	 	 51.5 	 	 0.1000 	 0.8519 	 0.7691 	 1.4148 	 	 0.4602 	 	 0.8900 	 0.7409 	 1.4462 	 	 0.4670
[2020/01/29 17:35:13] - 56 	 277.9 	 	 51.8 	 	 0.1000 	 0.8547 	 0.7673 	 1.4148 	 	 0.4600 	 	 0.8365 	 0.7436 	 1.4342 	 	 0.4552
[2020/01/29 17:40:44] - 57 	 278.6 	 	 51.9 	 	 0.1000 	 0.8453 	 0.7713 	 1.4076 	 	 0.4630 	 	 0.8686 	 0.7242 	 1.4287 	 	 0.4663
[2020/01/29 17:46:15] - 58 	 279.4 	 	 51.9 	 	 0.1000 	 0.8566 	 0.7648 	 1.4177 	 	 0.4614 	 	 0.8529 	 0.7521 	 1.4322 	 	 0.4669
[2020/01/29 17:51:44] - 59 	 277.5 	 	 51.5 	 	 0.1000 	 0.8470 	 0.7699 	 1.4121 	 	 0.4604 	 	 0.8872 	 0.7289 	 1.4148 	 	 0.4643
[2020/01/29 17:57:15] - 60 	 278.1 	 	 51.8 	 	 0.1000 	 0.8524 	 0.7667 	 1.4149 	 	 0.4610 	 	 0.8731 	 0.7549 	 1.4061 	 	 0.4741
[2020/01/29 18:02:46] - 61 	 279.4 	 	 52.0 	 	 0.1000 	 0.8471 	 0.7726 	 1.4096 	 	 0.4634 	 	 0.8520 	 0.7449 	 1.4150 	 	 0.4705
[2020/01/29 18:08:17] - 62 	 279.2 	 	 52.0 	 	 0.1000 	 0.8395 	 0.7726 	 1.4069 	 	 0.4632 	 	 0.8538 	 0.7356 	 1.4101 	 	 0.4704
[2020/01/29 18:13:49] - 63 	 279.6 	 	 52.0 	 	 0.1000 	 0.8440 	 0.7719 	 1.4081 	 	 0.4635 	 	 0.8794 	 0.7359 	 1.4272 	 	 0.4699
[2020/01/29 18:19:19] - 64 	 278.6 	 	 51.8 	 	 0.1000 	 0.8464 	 0.7729 	 1.4115 	 	 0.4617 	 	 0.8597 	 0.7427 	 1.4227 	 	 0.4719
[2020/01/29 18:24:50] - 65 	 278.8 	 	 52.0 	 	 0.1000 	 0.8431 	 0.7715 	 1.4079 	 	 0.4607 	 	 0.8517 	 0.7374 	 1.4444 	 	 0.4620
[2020/01/29 18:30:21] - 66 	 278.8 	 	 51.8 	 	 0.1000 	 0.8397 	 0.7728 	 1.4054 	 	 0.4626 	 	 0.8653 	 0.7263 	 1.4260 	 	 0.4629
[2020/01/29 18:35:51] - 67 	 278.3 	 	 51.9 	 	 0.1000 	 0.8371 	 0.7757 	 1.4040 	 	 0.4636 	 	 0.8175 	 0.7643 	 1.4316 	 	 0.4656
[2020/01/29 18:41:21] - 68 	 278.6 	 	 51.8 	 	 0.1000 	 0.8316 	 0.7772 	 1.3993 	 	 0.4674 	 	 0.9065 	 0.7296 	 1.4443 	 	 0.4602
[2020/01/29 18:46:52] - 69 	 279.2 	 	 51.9 	 	 0.1000 	 0.8404 	 0.7720 	 1.4041 	 	 0.4645 	 	 0.8705 	 0.7412 	 1.4501 	 	 0.4522
[2020/01/29 18:52:24] - 70 	 278.9 	 	 52.0 	 	 0.1000 	 0.8343 	 0.7761 	 1.4025 	 	 0.4650 	 	 0.8738 	 0.7218 	 1.4300 	 	 0.4637
[2020/01/29 18:57:56] - 71 	 279.6 	 	 51.9 	 	 0.1000 	 0.8357 	 0.7748 	 1.4036 	 	 0.4665 	 	 0.8610 	 0.7413 	 1.4031 	 	 0.4737
[2020/01/29 19:03:26] - 72 	 278.6 	 	 51.9 	 	 0.1000 	 0.8370 	 0.7764 	 1.4037 	 	 0.4665 	 	 0.8451 	 0.7453 	 1.4296 	 	 0.4546
[2020/01/29 19:08:57] - 73 	 279.3 	 	 52.0 	 	 0.1000 	 0.8327 	 0.7758 	 1.4012 	 	 0.4668 	 	 0.8893 	 0.7324 	 1.4431 	 	 0.4606
[2020/01/29 19:14:29] - 74 	 279.3 	 	 51.8 	 	 0.1000 	 0.8383 	 0.7730 	 1.4039 	 	 0.4654 	 	 0.8578 	 0.7265 	 1.4046 	 	 0.4780
[2020/01/29 19:20:00] - 75 	 278.9 	 	 51.8 	 	 0.1000 	 0.8295 	 0.7773 	 1.3953 	 	 0.4697 	 	 0.8348 	 0.7551 	 1.4018 	 	 0.4713
[2020/01/29 19:25:31] - 76 	 279.1 	 	 52.0 	 	 0.1000 	 0.8320 	 0.7766 	 1.4017 	 	 0.4668 	 	 0.8450 	 0.7516 	 1.4180 	 	 0.4706
[2020/01/29 19:31:02] - 77 	 279.3 	 	 51.9 	 	 0.1000 	 0.8361 	 0.7750 	 1.4039 	 	 0.4660 	 	 0.8660 	 0.7260 	 1.4168 	 	 0.4680
[2020/01/29 19:36:33] - 78 	 279.0 	 	 52.0 	 	 0.1000 	 0.8297 	 0.7767 	 1.3992 	 	 0.4656 	 	 0.8749 	 0.7543 	 1.4454 	 	 0.4616
[2020/01/29 19:42:03] - 79 	 278.1 	 	 51.7 	 	 0.1000 	 0.8265 	 0.7812 	 1.3957 	 	 0.4693 	 	 0.8377 	 0.7489 	 1.4516 	 	 0.4565
[2020/01/29 19:47:34] - 80 	 278.5 	 	 51.9 	 	 0.1000 	 0.8257 	 0.7779 	 1.3931 	 	 0.4702 	 	 0.8732 	 0.7286 	 1.4279 	 	 0.4674
[2020/01/29 19:53:03] - 81 	 277.6 	 	 51.6 	 	 0.1000 	 0.8295 	 0.7770 	 1.3981 	 	 0.4677 	 	 0.8643 	 0.7456 	 1.4105 	 	 0.4675
[2020/01/29 19:58:34] - 82 	 278.8 	 	 51.9 	 	 0.1000 	 0.8262 	 0.7803 	 1.3967 	 	 0.4664 	 	 0.8370 	 0.7527 	 1.4111 	 	 0.4712
[2020/01/29 20:04:05] - 83 	 278.8 	 	 52.1 	 	 0.1000 	 0.8264 	 0.7783 	 1.3951 	 	 0.4675 	 	 0.8612 	 0.7319 	 1.4396 	 	 0.4563
[2020/01/29 20:09:34] - 84 	 279.0 	 	 50.8 	 	 0.1000 	 0.8282 	 0.7792 	 1.3977 	 	 0.4675 	 	 0.8955 	 0.7290 	 1.4241 	 	 0.4659
[2020/01/29 20:15:02] - 85 	 276.3 	 	 51.6 	 	 0.1000 	 0.8277 	 0.7795 	 1.3969 	 	 0.4689 	 	 0.8585 	 0.7344 	 1.4138 	 	 0.4721
[2020/01/29 20:20:33] - 86 	 278.5 	 	 51.8 	 	 0.1000 	 0.8231 	 0.7780 	 1.3951 	 	 0.4678 	 	 0.9013 	 0.7247 	 1.4519 	 	 0.4459
[2020/01/29 20:26:03] - 87 	 278.6 	 	 51.9 	 	 0.1000 	 0.8211 	 0.7831 	 1.3914 	 	 0.4693 	 	 0.8334 	 0.7521 	 1.4285 	 	 0.4669
[2020/01/29 20:31:33] - 88 	 278.6 	 	 51.7 	 	 0.1000 	 0.8217 	 0.7799 	 1.3918 	 	 0.4677 	 	 0.9022 	 0.7095 	 1.4421 	 	 0.4565
[2020/01/29 20:37:04] - 89 	 278.4 	 	 51.8 	 	 0.1000 	 0.8222 	 0.7785 	 1.3917 	 	 0.4680 	 	 0.8831 	 0.7535 	 1.4076 	 	 0.4735
[2020/01/29 20:42:36] - 90 	 279.4 	 	 52.0 	 	 0.1000 	 0.8163 	 0.7824 	 1.3885 	 	 0.4706 	 	 0.8673 	 0.7506 	 1.4210 	 	 0.4639
[2020/01/29 20:48:07] - 91 	 279.4 	 	 51.8 	 	 0.1000 	 0.8254 	 0.7786 	 1.3928 	 	 0.4683 	 	 0.8274 	 0.7726 	 1.4071 	 	 0.4743
[2020/01/29 20:53:37] - 92 	 278.6 	 	 51.7 	 	 0.1000 	 0.8211 	 0.7823 	 1.3928 	 	 0.4696 	 	 0.8932 	 0.7286 	 1.4153 	 	 0.4653
[2020/01/29 20:59:07] - 93 	 278.2 	 	 51.6 	 	 0.1000 	 0.8183 	 0.7819 	 1.3880 	 	 0.4711 	 	 0.7990 	 0.7670 	 1.4227 	 	 0.4625
[2020/01/29 21:04:36] - 94 	 277.5 	 	 51.6 	 	 0.1000 	 0.8237 	 0.7787 	 1.3934 	 	 0.4657 	 	 0.8399 	 0.7497 	 1.4295 	 	 0.4681
[2020/01/29 21:10:07] - 95 	 278.5 	 	 51.8 	 	 0.1000 	 0.8176 	 0.7824 	 1.3914 	 	 0.4691 	 	 0.8766 	 0.7295 	 1.4292 	 	 0.4585
[2020/01/29 21:15:38] - 96 	 279.0 	 	 51.9 	 	 0.1000 	 0.8197 	 0.7827 	 1.3880 	 	 0.4707 	 	 0.8347 	 0.7571 	 1.4635 	 	 0.4407
[2020/01/29 21:21:09] - 97 	 279.5 	 	 51.9 	 	 0.1000 	 0.8175 	 0.7822 	 1.3890 	 	 0.4681 	 	 0.8860 	 0.7319 	 1.4251 	 	 0.4708
[2020/01/29 21:26:41] - 98 	 279.7 	 	 52.1 	 	 0.1000 	 0.8179 	 0.7815 	 1.3896 	 	 0.4686 	 	 0.8542 	 0.7381 	 1.4118 	 	 0.4694
[2020/01/29 21:32:13] - 99 	 280.1 	 	 52.0 	 	 0.0300 	 0.8180 	 0.7811 	 1.3866 	 	 0.4721 	 	 0.8429 	 0.7334 	 1.4288 	 	 0.4612
[2020/01/29 21:37:44] - 100 	 278.6 	 	 51.7 	 	 0.0300 	 0.6922 	 0.8213 	 1.2172 	 	 0.5276 	 	 0.6747 	 0.7931 	 1.3106 	 	 0.5085
[2020/01/29 21:43:14] - 101 	 277.6 	 	 51.7 	 	 0.0300 	 0.6442 	 0.8368 	 1.1804 	 	 0.5392 	 	 0.6954 	 0.8063 	 1.2770 	 	 0.5218
[2020/01/29 21:48:45] - 102 	 278.6 	 	 51.7 	 	 0.0300 	 0.6322 	 0.8412 	 1.1709 	 	 0.5436 	 	 0.6822 	 0.8023 	 1.2876 	 	 0.5112
[2020/01/29 21:54:15] - 103 	 278.5 	 	 51.6 	 	 0.0300 	 0.6225 	 0.8458 	 1.1661 	 	 0.5466 	 	 0.6609 	 0.8141 	 1.2864 	 	 0.5204
[2020/01/29 21:59:44] - 104 	 277.2 	 	 51.6 	 	 0.0300 	 0.6141 	 0.8505 	 1.1654 	 	 0.5471 	 	 0.6953 	 0.7924 	 1.3318 	 	 0.5004
[2020/01/29 22:05:14] - 105 	 278.7 	 	 51.9 	 	 0.0300 	 0.6083 	 0.8508 	 1.1612 	 	 0.5491 	 	 0.7182 	 0.7822 	 1.3037 	 	 0.5092
[2020/01/29 22:10:46] - 106 	 279.5 	 	 51.9 	 	 0.0300 	 0.6053 	 0.8529 	 1.1577 	 	 0.5494 	 	 0.6901 	 0.8051 	 1.2811 	 	 0.5174
[2020/01/29 22:16:14] - 107 	 277.3 	 	 51.6 	 	 0.0300 	 0.5996 	 0.8565 	 1.1545 	 	 0.5474 	 	 0.6823 	 0.7970 	 1.3103 	 	 0.5049
[2020/01/29 22:21:45] - 108 	 278.5 	 	 51.9 	 	 0.0300 	 0.5971 	 0.8557 	 1.1527 	 	 0.5488 	 	 0.6661 	 0.8031 	 1.3147 	 	 0.4985
[2020/01/29 22:27:15] - 109 	 278.0 	 	 51.8 	 	 0.0300 	 0.5946 	 0.8583 	 1.1530 	 	 0.5449 	 	 0.6654 	 0.8086 	 1.3438 	 	 0.4979
[2020/01/31 14:33:50] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=150, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='experiments/cifar10_droplr/preactresnet_0.03', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.03, lr_schedule='onedrop', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=110, seed=0, val=False, width_factor=10)
[2020/01/31 14:33:55] - Resuming at epoch 110
[2020/01/31 14:33:56] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/31 14:39:27] - 110 	 278.5 	 	 52.8 	 	 0.0300 	 0.5919 	 0.8588 	 1.1521 	 	 0.5482 	 	 0.7128 	 0.7880 	 1.3168 	 	 0.5073
[2020/01/31 14:45:00] - 111 	 281.2 	 	 52.0 	 	 0.0300 	 0.5896 	 0.8581 	 1.1502 	 	 0.5501 	 	 0.6497 	 0.8104 	 1.3046 	 	 0.5084
[2020/01/31 14:50:32] - 112 	 279.9 	 	 52.0 	 	 0.0300 	 0.5831 	 0.8629 	 1.1445 	 	 0.5505 	 	 0.6507 	 0.8076 	 1.3844 	 	 0.4844
[2020/01/31 14:56:03] - 113 	 279.5 	 	 52.0 	 	 0.0300 	 0.5823 	 0.8631 	 1.1450 	 	 0.5502 	 	 0.6634 	 0.8021 	 1.3536 	 	 0.4883
[2020/01/31 15:01:35] - 114 	 279.6 	 	 52.0 	 	 0.0300 	 0.5765 	 0.8646 	 1.1380 	 	 0.5536 	 	 0.7058 	 0.7932 	 1.3330 	 	 0.5048
[2020/01/31 15:07:07] - 115 	 279.7 	 	 51.9 	 	 0.0300 	 0.5743 	 0.8646 	 1.1386 	 	 0.5513 	 	 0.6911 	 0.7949 	 1.3190 	 	 0.5010
[2020/01/31 15:12:38] - 116 	 279.7 	 	 52.0 	 	 0.0300 	 0.5703 	 0.8667 	 1.1334 	 	 0.5531 	 	 0.6710 	 0.8073 	 1.3061 	 	 0.5090
[2020/01/31 15:18:10] - 117 	 280.0 	 	 52.0 	 	 0.0300 	 0.5685 	 0.8679 	 1.1320 	 	 0.5531 	 	 0.6607 	 0.8057 	 1.3239 	 	 0.5075
[2020/01/31 15:23:43] - 118 	 280.0 	 	 52.1 	 	 0.0300 	 0.5620 	 0.8699 	 1.1254 	 	 0.5558 	 	 0.6554 	 0.8048 	 1.3099 	 	 0.5085
