[2020/01/10 20:27:59] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_l2/preactresnet18_5e-3', half=False, l1=0, l2=0.005, lr_max=0.1, lr_schedule='piecewise', model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/10 20:28:08] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/10 21:59:24] - 25 	 175.5 	 33.5 	 0.1000 	 1.4594 	 0.5105 	 1.8620 	 0.3012 	 1.4542 	 0.4854 	 1.7996 	 0.3321
[2020/01/10 22:02:52] - 26 	 174.8 	 32.9 	 0.1000 	 1.4547 	 0.5092 	 1.8577 	 0.3014 	 1.4698 	 0.4691 	 1.8282 	 0.3252
[2020/01/10 22:06:20] - 27 	 174.4 	 32.9 	 0.1000 	 1.4613 	 0.5089 	 1.8643 	 0.3004 	 1.4733 	 0.4944 	 1.8054 	 0.3284
[2020/01/10 22:09:49] - 28 	 175.2 	 32.6 	 0.1000 	 1.4614 	 0.5100 	 1.8634 	 0.3019 	 1.4293 	 0.5177 	 1.7726 	 0.3406
[2020/01/10 22:13:21] - 29 	 178.8 	 33.1 	 0.1000 	 1.4551 	 0.5142 	 1.8575 	 0.3019 	 1.4484 	 0.5043 	 1.7963 	 0.3362
[2020/01/10 22:16:51] - 30 	 176.1 	 33.3 	 0.1000 	 1.4538 	 0.5133 	 1.8587 	 0.3017 	 1.4865 	 0.4873 	 1.8354 	 0.3147
[2020/01/10 22:20:22] - 31 	 176.6 	 33.7 	 0.1000 	 1.4463 	 0.5184 	 1.8531 	 0.3057 	 1.4603 	 0.4982 	 1.8048 	 0.3247
[2020/01/10 22:23:52] - 32 	 176.9 	 32.9 	 0.1000 	 1.4431 	 0.5177 	 1.8508 	 0.3033 	 1.4402 	 0.5248 	 1.8016 	 0.3189
[2020/01/10 22:27:23] - 33 	 177.1 	 32.8 	 0.1000 	 1.4446 	 0.5183 	 1.8531 	 0.3066 	 1.5136 	 0.4759 	 1.8249 	 0.3105
[2020/01/10 22:30:53] - 34 	 177.1 	 32.9 	 0.1000 	 1.4463 	 0.5151 	 1.8533 	 0.3028 	 1.3993 	 0.5322 	 1.7609 	 0.3396
[2020/01/10 22:34:24] - 35 	 177.3 	 33.0 	 0.1000 	 1.4376 	 0.5223 	 1.8488 	 0.3076 	 1.4538 	 0.5033 	 1.8164 	 0.3219
[2020/01/10 22:37:55] - 36 	 177.4 	 33.2 	 0.1000 	 1.4444 	 0.5165 	 1.8512 	 0.3058 	 1.4719 	 0.5001 	 1.7946 	 0.3382
[2020/01/10 22:41:26] - 37 	 176.4 	 33.0 	 0.1000 	 1.4432 	 0.5201 	 1.8525 	 0.3064 	 1.4513 	 0.4925 	 1.8098 	 0.3069
[2020/01/10 22:44:55] - 38 	 175.8 	 33.0 	 0.1000 	 1.4387 	 0.5221 	 1.8499 	 0.3048 	 1.4359 	 0.5100 	 1.8097 	 0.3180
[2020/01/10 22:48:26] - 39 	 177.3 	 33.1 	 0.1000 	 1.4355 	 0.5210 	 1.8494 	 0.3047 	 1.4398 	 0.5168 	 1.8058 	 0.3280
[2020/01/10 22:51:57] - 40 	 176.8 	 33.9 	 0.1000 	 1.4403 	 0.5196 	 1.8513 	 0.3048 	 1.4675 	 0.5006 	 1.8203 	 0.3169
[2020/01/10 22:55:26] - 41 	 175.7 	 32.9 	 0.1000 	 1.4364 	 0.5205 	 1.8487 	 0.3061 	 1.4295 	 0.5164 	 1.8040 	 0.3311
[2020/01/10 22:58:54] - 42 	 174.6 	 32.4 	 0.1000 	 1.4388 	 0.5225 	 1.8526 	 0.3036 	 1.4791 	 0.4850 	 1.8351 	 0.3280
[2020/01/10 23:02:22] - 43 	 174.3 	 33.3 	 0.1000 	 1.4432 	 0.5191 	 1.8517 	 0.3054 	 1.4198 	 0.5276 	 1.8036 	 0.3280
[2020/01/10 23:05:50] - 44 	 173.9 	 33.5 	 0.1000 	 1.4297 	 0.5243 	 1.8448 	 0.3055 	 1.4674 	 0.5158 	 1.8063 	 0.3415
[2020/01/10 23:09:18] - 45 	 174.5 	 33.3 	 0.1000 	 1.4291 	 0.5231 	 1.8439 	 0.3060 	 1.3955 	 0.5083 	 1.7808 	 0.3291
[2020/01/10 23:12:48] - 46 	 175.0 	 33.6 	 0.1000 	 1.4340 	 0.5250 	 1.8480 	 0.3083 	 1.4128 	 0.5166 	 1.7952 	 0.3274
[2020/01/10 23:16:18] - 47 	 176.8 	 33.1 	 0.1000 	 1.4315 	 0.5247 	 1.8454 	 0.3086 	 1.4230 	 0.5155 	 1.8043 	 0.3293
[2020/01/10 23:19:49] - 48 	 176.7 	 33.8 	 0.1000 	 1.4318 	 0.5260 	 1.8490 	 0.3081 	 1.4475 	 0.5229 	 1.7984 	 0.3368
[2020/01/10 23:23:19] - 49 	 175.9 	 33.2 	 0.1000 	 1.4278 	 0.5271 	 1.8430 	 0.3085 	 1.4248 	 0.5078 	 1.8018 	 0.3104
[2020/01/10 23:26:48] - 50 	 175.8 	 33.2 	 0.1000 	 1.4266 	 0.5256 	 1.8422 	 0.3073 	 1.3894 	 0.5153 	 1.7879 	 0.3335
[2020/01/10 23:30:18] - 51 	 176.5 	 32.5 	 0.1000 	 1.4262 	 0.5255 	 1.8428 	 0.3077 	 1.4459 	 0.5004 	 1.7745 	 0.3409
[2020/01/10 23:33:48] - 52 	 175.8 	 33.4 	 0.1000 	 1.4223 	 0.5299 	 1.8417 	 0.3111 	 1.3980 	 0.5380 	 1.7551 	 0.3431
[2020/01/10 23:37:19] - 53 	 177.6 	 32.9 	 0.1000 	 1.4249 	 0.5328 	 1.8425 	 0.3085 	 1.4434 	 0.4754 	 1.8309 	 0.3169
[2020/01/10 23:40:49] - 54 	 176.8 	 33.0 	 0.1000 	 1.4222 	 0.5282 	 1.8389 	 0.3136 	 1.3820 	 0.5328 	 1.7784 	 0.3296
[2020/01/10 23:44:17] - 55 	 175.3 	 32.3 	 0.1000 	 1.4220 	 0.5310 	 1.8413 	 0.3085 	 1.4666 	 0.5094 	 1.8252 	 0.3161
[2020/01/10 23:47:46] - 56 	 175.4 	 33.0 	 0.1000 	 1.4239 	 0.5274 	 1.8413 	 0.3090 	 1.4267 	 0.4844 	 1.8384 	 0.3095
[2020/01/10 23:51:16] - 57 	 176.5 	 33.1 	 0.1000 	 1.4198 	 0.5303 	 1.8396 	 0.3074 	 1.4109 	 0.5284 	 1.7905 	 0.3271
[2020/01/10 23:54:46] - 58 	 176.8 	 32.6 	 0.1000 	 1.4219 	 0.5247 	 1.8406 	 0.3098 	 1.3663 	 0.5555 	 1.7698 	 0.3392
[2020/01/10 23:58:16] - 59 	 176.1 	 32.8 	 0.1000 	 1.4169 	 0.5354 	 1.8394 	 0.3100 	 1.3760 	 0.5428 	 1.7522 	 0.3440
[2020/01/11 00:01:44] - 60 	 174.4 	 33.0 	 0.1000 	 1.4223 	 0.5259 	 1.8426 	 0.3090 	 1.3978 	 0.5304 	 1.7761 	 0.3347
[2020/01/11 00:05:13] - 61 	 175.5 	 32.8 	 0.1000 	 1.4168 	 0.5311 	 1.8371 	 0.3097 	 1.4033 	 0.5343 	 1.7784 	 0.3505
[2020/01/11 00:08:40] - 62 	 174.3 	 32.8 	 0.1000 	 1.4135 	 0.5332 	 1.8369 	 0.3113 	 1.3891 	 0.5293 	 1.7578 	 0.3399
[2020/01/11 00:12:09] - 63 	 174.8 	 33.0 	 0.1000 	 1.4160 	 0.5322 	 1.8382 	 0.3103 	 1.4427 	 0.5248 	 1.7832 	 0.3419
[2020/01/11 00:15:37] - 64 	 175.0 	 32.4 	 0.1000 	 1.4217 	 0.5282 	 1.8418 	 0.3083 	 1.4228 	 0.5293 	 1.7706 	 0.3490
[2020/01/11 00:19:07] - 65 	 175.8 	 33.6 	 0.1000 	 1.4156 	 0.5363 	 1.8377 	 0.3105 	 1.4113 	 0.5110 	 1.8146 	 0.3260
[2020/01/11 00:22:35] - 66 	 175.0 	 32.9 	 0.1000 	 1.4155 	 0.5333 	 1.8386 	 0.3111 	 1.4290 	 0.5063 	 1.7926 	 0.3262
[2020/01/11 00:26:04] - 67 	 175.4 	 32.8 	 0.1000 	 1.4162 	 0.5314 	 1.8362 	 0.3135 	 1.3724 	 0.5357 	 1.7775 	 0.3392
[2020/01/11 00:29:32] - 68 	 175.0 	 32.8 	 0.1000 	 1.4117 	 0.5336 	 1.8346 	 0.3113 	 1.4579 	 0.5114 	 1.8041 	 0.3316
[2020/01/11 00:33:04] - 69 	 177.7 	 33.6 	 0.1000 	 1.4145 	 0.5332 	 1.8357 	 0.3087 	 1.3781 	 0.5417 	 1.7949 	 0.3274
[2020/01/11 00:36:37] - 70 	 178.4 	 33.5 	 0.1000 	 1.4097 	 0.5398 	 1.8358 	 0.3096 	 1.4040 	 0.5415 	 1.7782 	 0.3437
[2020/01/11 00:40:06] - 71 	 175.7 	 32.9 	 0.1000 	 1.4111 	 0.5327 	 1.8364 	 0.3091 	 1.4543 	 0.5122 	 1.8041 	 0.3316
[2020/01/11 00:43:36] - 72 	 176.1 	 33.0 	 0.1000 	 1.4151 	 0.5332 	 1.8385 	 0.3108 	 1.4110 	 0.5248 	 1.7871 	 0.3303
[2020/01/11 00:47:05] - 73 	 176.4 	 32.8 	 0.1000 	 1.4136 	 0.5324 	 1.8370 	 0.3128 	 1.4775 	 0.5235 	 1.8315 	 0.3327
[2020/01/11 00:50:34] - 74 	 175.6 	 32.4 	 0.1000 	 1.4150 	 0.5339 	 1.8378 	 0.3104 	 1.3997 	 0.5334 	 1.7657 	 0.3416
[2020/01/11 00:54:03] - 75 	 176.0 	 32.8 	 0.1000 	 1.4066 	 0.5349 	 1.8301 	 0.3141 	 1.3447 	 0.5605 	 1.7511 	 0.3476
[2020/01/11 00:57:33] - 76 	 176.2 	 33.2 	 0.1000 	 1.4071 	 0.5359 	 1.8321 	 0.3119 	 1.4059 	 0.5093 	 1.7866 	 0.3194
[2020/01/11 01:01:02] - 77 	 175.4 	 32.9 	 0.1000 	 1.4132 	 0.5318 	 1.8365 	 0.3084 	 1.3994 	 0.5207 	 1.7645 	 0.3460
[2020/01/11 01:04:30] - 78 	 175.3 	 32.2 	 0.1000 	 1.4104 	 0.5365 	 1.8337 	 0.3131 	 1.4211 	 0.5281 	 1.8063 	 0.3070
[2020/01/11 01:07:59] - 79 	 174.6 	 33.3 	 0.1000 	 1.4069 	 0.5355 	 1.8311 	 0.3138 	 1.3887 	 0.5217 	 1.7842 	 0.3257
[2020/01/11 01:11:27] - 80 	 175.3 	 32.4 	 0.1000 	 1.4074 	 0.5348 	 1.8315 	 0.3151 	 1.4390 	 0.5083 	 1.8165 	 0.3287
[2020/01/11 01:14:56] - 81 	 175.4 	 33.3 	 0.1000 	 1.4083 	 0.5358 	 1.8341 	 0.3108 	 1.3815 	 0.5486 	 1.7493 	 0.3485
[2020/01/11 01:18:25] - 82 	 175.7 	 32.2 	 0.1000 	 1.4090 	 0.5349 	 1.8341 	 0.3126 	 1.3930 	 0.5430 	 1.7799 	 0.3356
[2020/01/11 01:21:52] - 83 	 174.1 	 33.0 	 0.1000 	 1.4086 	 0.5352 	 1.8348 	 0.3094 	 1.4035 	 0.5135 	 1.8121 	 0.3264
[2020/01/11 01:25:25] - 84 	 179.1 	 33.2 	 0.1000 	 1.4065 	 0.5387 	 1.8329 	 0.3125 	 1.4254 	 0.5161 	 1.8113 	 0.3413
[2020/01/11 01:28:54] - 85 	 175.8 	 32.7 	 0.1000 	 1.4155 	 0.5331 	 1.8372 	 0.3099 	 1.3648 	 0.5413 	 1.7644 	 0.3403
[2020/01/11 01:32:24] - 86 	 175.9 	 33.4 	 0.1000 	 1.4158 	 0.5352 	 1.8387 	 0.3109 	 1.4332 	 0.5115 	 1.7952 	 0.3294
[2020/01/11 01:35:54] - 87 	 176.4 	 33.0 	 0.1000 	 1.4091 	 0.5345 	 1.8337 	 0.3093 	 1.4395 	 0.5021 	 1.7969 	 0.3290
[2020/01/11 01:39:24] - 88 	 176.1 	 32.9 	 0.1000 	 1.4002 	 0.5397 	 1.8266 	 0.3139 	 1.4438 	 0.4858 	 1.8012 	 0.3258
[2020/01/11 01:42:53] - 89 	 176.0 	 32.7 	 0.1000 	 1.4060 	 0.5381 	 1.8329 	 0.3132 	 1.4304 	 0.5299 	 1.7768 	 0.3465
[2020/01/11 01:46:23] - 90 	 177.5 	 32.4 	 0.1000 	 1.4001 	 0.5392 	 1.8295 	 0.3130 	 1.3956 	 0.5338 	 1.7912 	 0.3212
[2020/01/11 01:49:53] - 91 	 176.5 	 32.9 	 0.1000 	 1.4057 	 0.5362 	 1.8316 	 0.3111 	 1.3584 	 0.5661 	 1.7627 	 0.3337
[2020/01/11 01:53:23] - 92 	 176.5 	 33.0 	 0.1000 	 1.4050 	 0.5375 	 1.8309 	 0.3112 	 1.3961 	 0.5406 	 1.7830 	 0.3348
[2020/01/11 01:56:54] - 93 	 177.4 	 32.5 	 0.1000 	 1.3984 	 0.5414 	 1.8267 	 0.3136 	 1.3997 	 0.5248 	 1.7783 	 0.3279
[2020/01/11 02:00:24] - 94 	 176.5 	 32.7 	 0.1000 	 1.4035 	 0.5396 	 1.8308 	 0.3142 	 1.3965 	 0.5335 	 1.8493 	 0.3235
[2020/01/11 02:03:53] - 95 	 176.1 	 32.6 	 0.1000 	 1.3958 	 0.5400 	 1.8282 	 0.3132 	 1.4322 	 0.5121 	 1.8102 	 0.3169
[2020/01/11 02:07:24] - 96 	 176.9 	 33.6 	 0.1000 	 1.4000 	 0.5358 	 1.8293 	 0.3135 	 1.4055 	 0.5241 	 1.8250 	 0.3149
[2020/01/11 02:10:52] - 97 	 175.1 	 32.4 	 0.1000 	 1.4021 	 0.5365 	 1.8291 	 0.3126 	 1.4537 	 0.4675 	 1.8217 	 0.3177
[2020/01/11 02:14:20] - 98 	 174.5 	 32.7 	 0.1000 	 1.4074 	 0.5385 	 1.8350 	 0.3149 	 1.4049 	 0.5220 	 1.8258 	 0.3127
[2020/01/11 02:17:46] - 99 	 173.2 	 32.7 	 0.0100 	 1.4052 	 0.5378 	 1.8312 	 0.3127 	 1.4042 	 0.5284 	 1.7672 	 0.3344
[2020/01/11 02:21:16] - 100 	 176.3 	 32.7 	 0.0100 	 1.2261 	 0.6104 	 1.6441 	 0.3796 	 1.1073 	 0.6459 	 1.5564 	 0.4240
[2020/01/11 02:24:43] - 101 	 174.6 	 32.1 	 0.0100 	 1.1227 	 0.6495 	 1.5839 	 0.4009 	 1.0791 	 0.6689 	 1.5108 	 0.4329
[2020/01/11 02:28:12] - 102 	 176.3 	 32.6 	 0.0100 	 1.0878 	 0.6675 	 1.5643 	 0.4076 	 1.0310 	 0.6739 	 1.5105 	 0.4399
[2020/01/11 02:31:42] - 103 	 175.6 	 32.9 	 0.0100 	 1.0568 	 0.6797 	 1.5490 	 0.4160 	 1.0122 	 0.6847 	 1.5058 	 0.4334
[2020/01/11 02:35:13] - 104 	 177.9 	 32.9 	 0.0100 	 1.0380 	 0.6903 	 1.5399 	 0.4186 	 1.0040 	 0.6810 	 1.5067 	 0.4291
[2020/01/11 02:38:44] - 105 	 176.4 	 33.4 	 0.0100 	 1.0159 	 0.6980 	 1.5246 	 0.4199 	 1.0082 	 0.6773 	 1.4828 	 0.4486
[2020/01/11 02:42:14] - 106 	 176.2 	 32.1 	 0.0100 	 0.9970 	 0.7071 	 1.5110 	 0.4277 	 0.9782 	 0.6970 	 1.4537 	 0.4615
[2020/01/11 02:45:44] - 107 	 176.3 	 33.3 	 0.0100 	 0.9815 	 0.7117 	 1.5019 	 0.4309 	 0.9553 	 0.6944 	 1.4704 	 0.4514
[2020/01/11 02:49:13] - 108 	 175.7 	 32.8 	 0.0100 	 0.9657 	 0.7185 	 1.4904 	 0.4341 	 0.9364 	 0.7120 	 1.4659 	 0.4419
[2020/01/11 02:52:44] - 109 	 176.9 	 32.8 	 0.0100 	 0.9576 	 0.7232 	 1.4856 	 0.4338 	 0.9369 	 0.7181 	 1.4607 	 0.4506
[2020/01/11 02:56:13] - 110 	 176.0 	 33.1 	 0.0100 	 0.9481 	 0.7253 	 1.4782 	 0.4376 	 0.9483 	 0.7142 	 1.4425 	 0.4558
[2020/01/11 02:59:43] - 111 	 176.1 	 32.7 	 0.0100 	 0.9354 	 0.7316 	 1.4702 	 0.4444 	 0.9462 	 0.7094 	 1.4495 	 0.4592
[2020/01/11 03:03:14] - 112 	 177.0 	 33.4 	 0.0100 	 0.9267 	 0.7359 	 1.4657 	 0.4427 	 0.9379 	 0.7032 	 1.4761 	 0.4428
[2020/01/11 03:06:44] - 113 	 176.1 	 33.8 	 0.0100 	 0.9159 	 0.7391 	 1.4552 	 0.4469 	 0.9359 	 0.7198 	 1.4358 	 0.4674
[2020/01/11 03:10:14] - 114 	 176.2 	 33.0 	 0.0100 	 0.9143 	 0.7415 	 1.4562 	 0.4462 	 0.9063 	 0.7264 	 1.4428 	 0.4561
[2020/01/11 03:13:42] - 115 	 174.4 	 32.6 	 0.0100 	 0.9061 	 0.7424 	 1.4512 	 0.4482 	 0.8851 	 0.7342 	 1.4389 	 0.4526
[2020/01/11 03:17:10] - 116 	 175.3 	 32.8 	 0.0100 	 0.8967 	 0.7491 	 1.4452 	 0.4522 	 0.9469 	 0.7102 	 1.4471 	 0.4604
[2020/01/11 03:20:39] - 117 	 175.7 	 32.8 	 0.0100 	 0.8918 	 0.7528 	 1.4399 	 0.4511 	 0.8844 	 0.7221 	 1.4601 	 0.4577
[2020/01/11 03:24:09] - 118 	 175.6 	 33.0 	 0.0100 	 0.8854 	 0.7505 	 1.4378 	 0.4510 	 0.9326 	 0.7171 	 1.4694 	 0.4426
[2020/01/11 03:27:37] - 119 	 174.9 	 32.4 	 0.0100 	 0.8828 	 0.7503 	 1.4356 	 0.4525 	 0.9106 	 0.7334 	 1.4409 	 0.4713
[2020/01/11 03:31:07] - 120 	 175.7 	 34.1 	 0.0100 	 0.8774 	 0.7546 	 1.4293 	 0.4538 	 0.8891 	 0.7341 	 1.4186 	 0.4673
[2020/01/11 03:34:39] - 121 	 179.2 	 32.6 	 0.0100 	 0.8685 	 0.7579 	 1.4246 	 0.4559 	 0.8800 	 0.7248 	 1.4512 	 0.4548
[2020/01/11 03:38:09] - 122 	 175.6 	 33.2 	 0.0100 	 0.8648 	 0.7610 	 1.4206 	 0.4585 	 0.8694 	 0.7216 	 1.4484 	 0.4549
[2020/01/11 03:41:38] - 123 	 175.8 	 32.8 	 0.0100 	 0.8587 	 0.7630 	 1.4174 	 0.4596 	 0.8931 	 0.7296 	 1.4293 	 0.4583
[2020/01/11 03:45:09] - 124 	 176.9 	 33.6 	 0.0100 	 0.8627 	 0.7624 	 1.4218 	 0.4596 	 0.8719 	 0.7315 	 1.4096 	 0.4696
[2020/01/11 03:48:39] - 125 	 176.3 	 32.6 	 0.0100 	 0.8540 	 0.7644 	 1.4152 	 0.4598 	 0.8678 	 0.7295 	 1.4120 	 0.4694
[2020/01/11 03:52:09] - 126 	 176.7 	 33.0 	 0.0100 	 0.8507 	 0.7658 	 1.4119 	 0.4603 	 0.8918 	 0.7468 	 1.4169 	 0.4756
[2020/01/11 03:55:38] - 127 	 176.2 	 32.3 	 0.0100 	 0.8473 	 0.7676 	 1.4098 	 0.4631 	 0.8907 	 0.7209 	 1.4299 	 0.4687
[2020/01/11 03:59:06] - 128 	 174.7 	 32.5 	 0.0100 	 0.8434 	 0.7684 	 1.4061 	 0.4649 	 0.8572 	 0.7443 	 1.4461 	 0.4578
[2020/01/11 04:02:35] - 129 	 176.0 	 32.6 	 0.0100 	 0.8414 	 0.7713 	 1.4052 	 0.4642 	 0.8554 	 0.7398 	 1.4256 	 0.4648
[2020/01/11 04:06:06] - 130 	 177.3 	 33.0 	 0.0100 	 0.8377 	 0.7724 	 1.4016 	 0.4656 	 0.8399 	 0.7321 	 1.4137 	 0.4624
[2020/01/11 04:09:37] - 131 	 176.9 	 33.0 	 0.0100 	 0.8353 	 0.7701 	 1.4001 	 0.4653 	 0.8041 	 0.7548 	 1.4033 	 0.4677
[2020/01/11 04:13:07] - 132 	 176.0 	 33.3 	 0.0100 	 0.8312 	 0.7729 	 1.3993 	 0.4664 	 0.8698 	 0.7518 	 1.4170 	 0.4704
[2020/01/11 04:16:36] - 133 	 176.4 	 32.6 	 0.0100 	 0.8255 	 0.7742 	 1.3948 	 0.4679 	 0.8304 	 0.7416 	 1.4403 	 0.4593
[2020/01/11 04:20:02] - 134 	 173.6 	 32.3 	 0.0100 	 0.8273 	 0.7772 	 1.3969 	 0.4672 	 0.8515 	 0.7598 	 1.4190 	 0.4673
[2020/01/11 04:23:29] - 135 	 173.8 	 32.3 	 0.0100 	 0.8224 	 0.7763 	 1.3898 	 0.4680 	 0.8518 	 0.7461 	 1.4159 	 0.4712
[2020/01/11 04:26:55] - 136 	 173.2 	 32.1 	 0.0100 	 0.8238 	 0.7766 	 1.3918 	 0.4696 	 0.8644 	 0.7261 	 1.4317 	 0.4600
[2020/01/11 04:30:21] - 137 	 173.6 	 31.8 	 0.0100 	 0.8224 	 0.7759 	 1.3927 	 0.4685 	 0.8295 	 0.7502 	 1.4093 	 0.4670
[2020/01/11 04:33:46] - 138 	 172.3 	 31.8 	 0.0100 	 0.8158 	 0.7797 	 1.3852 	 0.4707 	 0.8142 	 0.7547 	 1.4166 	 0.4612
[2020/01/11 04:37:15] - 139 	 175.8 	 32.5 	 0.0100 	 0.8199 	 0.7766 	 1.3890 	 0.4696 	 0.8422 	 0.7533 	 1.4011 	 0.4715
[2020/01/11 04:40:42] - 140 	 173.8 	 32.5 	 0.0100 	 0.8137 	 0.7796 	 1.3844 	 0.4697 	 0.8433 	 0.7481 	 1.4134 	 0.4669
[2020/01/11 04:44:08] - 141 	 173.7 	 32.3 	 0.0100 	 0.8123 	 0.7802 	 1.3828 	 0.4719 	 0.8212 	 0.7449 	 1.4275 	 0.4587
[2020/01/11 04:47:34] - 142 	 173.1 	 32.6 	 0.0100 	 0.8124 	 0.7786 	 1.3829 	 0.4729 	 0.8372 	 0.7520 	 1.4059 	 0.4701
