[2019/12/19 20:59:02] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_1', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=1)
[2019/12/19 20:59:06] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 23:48:11] - 74 	 114.1 	 19.8 	 0.1000 	 1.0770 	 0.6765 	 1.5861 	 0.3994 	 1.0851 	 0.6345 	 1.5584 	 0.4141
[2019/12/19 23:50:25] - 75 	 113.8 	 19.5 	 0.1000 	 1.0712 	 0.6780 	 1.5815 	 0.4016 	 1.0385 	 0.6584 	 1.5334 	 0.4203
[2019/12/19 23:52:38] - 76 	 113.5 	 20.0 	 0.1000 	 1.0754 	 0.6770 	 1.5839 	 0.4001 	 1.0804 	 0.6407 	 1.6013 	 0.4016
[2019/12/19 23:54:51] - 77 	 113.6 	 19.4 	 0.1000 	 1.0716 	 0.6796 	 1.5826 	 0.4012 	 1.0519 	 0.6504 	 1.5607 	 0.4062
[2019/12/19 23:57:06] - 78 	 114.7 	 20.1 	 0.1000 	 1.0729 	 0.6772 	 1.5805 	 0.4010 	 1.0265 	 0.6625 	 1.5193 	 0.4289
[2019/12/19 23:59:19] - 79 	 113.5 	 19.5 	 0.1000 	 1.0616 	 0.6827 	 1.5743 	 0.4078 	 1.0133 	 0.6630 	 1.5429 	 0.4174
[2019/12/20 00:01:34] - 80 	 114.8 	 20.0 	 0.1000 	 1.0714 	 0.6782 	 1.5822 	 0.4020 	 1.0453 	 0.6607 	 1.5265 	 0.4362
[2019/12/20 00:03:49] - 81 	 114.9 	 20.0 	 0.1000 	 1.0692 	 0.6789 	 1.5814 	 0.3992 	 1.0283 	 0.6740 	 1.5295 	 0.4225
[2019/12/20 00:06:03] - 82 	 114.6 	 19.8 	 0.1000 	 1.0712 	 0.6778 	 1.5824 	 0.3986 	 1.0427 	 0.6712 	 1.5392 	 0.4246
[2019/12/20 00:08:18] - 83 	 114.7 	 20.0 	 0.1000 	 1.0638 	 0.6817 	 1.5767 	 0.4018 	 1.0476 	 0.6747 	 1.5371 	 0.4209
[2019/12/20 00:10:33] - 84 	 115.0 	 19.8 	 0.1000 	 1.0655 	 0.6796 	 1.5775 	 0.4028 	 1.0383 	 0.6613 	 1.5454 	 0.4200
[2019/12/20 00:12:48] - 85 	 115.0 	 19.7 	 0.1000 	 1.0655 	 0.6791 	 1.5774 	 0.4020 	 1.0716 	 0.6238 	 1.5527 	 0.4089
[2019/12/20 00:15:03] - 86 	 115.6 	 19.5 	 0.1000 	 1.0714 	 0.6780 	 1.5809 	 0.4026 	 1.0649 	 0.6626 	 1.5593 	 0.4032
[2019/12/20 00:17:16] - 87 	 113.5 	 19.7 	 0.1000 	 1.0668 	 0.6809 	 1.5796 	 0.4015 	 1.1020 	 0.6412 	 1.5949 	 0.4112
[2019/12/20 00:19:31] - 88 	 115.3 	 19.5 	 0.1000 	 1.0684 	 0.6808 	 1.5789 	 0.4023 	 1.0696 	 0.6608 	 1.5479 	 0.4122
[2019/12/20 00:21:46] - 89 	 115.1 	 20.0 	 0.1000 	 1.0657 	 0.6798 	 1.5784 	 0.4009 	 1.0919 	 0.6685 	 1.5593 	 0.4236
[2019/12/20 00:24:00] - 90 	 114.4 	 19.9 	 0.1000 	 1.0648 	 0.6781 	 1.5771 	 0.4029 	 1.0623 	 0.6679 	 1.5584 	 0.4133
[2019/12/20 00:26:17] - 91 	 116.8 	 20.1 	 0.1000 	 1.0650 	 0.6825 	 1.5770 	 0.4031 	 1.0613 	 0.6617 	 1.5428 	 0.4221
[2019/12/20 00:28:34] - 92 	 116.9 	 19.8 	 0.1000 	 1.0677 	 0.6747 	 1.5793 	 0.4020 	 1.0853 	 0.6714 	 1.5623 	 0.4097
[2019/12/20 00:30:49] - 93 	 114.7 	 20.5 	 0.1000 	 1.0599 	 0.6835 	 1.5733 	 0.4047 	 1.0797 	 0.6498 	 1.5659 	 0.4036
[2019/12/20 00:33:04] - 94 	 115.2 	 19.9 	 0.1000 	 1.0638 	 0.6813 	 1.5750 	 0.4040 	 1.0166 	 0.6719 	 1.5121 	 0.4286
[2019/12/20 00:35:19] - 95 	 114.7 	 19.7 	 0.1000 	 1.0634 	 0.6814 	 1.5767 	 0.4015 	 1.0175 	 0.6924 	 1.5348 	 0.4239
[2019/12/20 00:37:33] - 96 	 113.8 	 20.3 	 0.1000 	 1.0631 	 0.6826 	 1.5753 	 0.4053 	 1.0367 	 0.6548 	 1.5171 	 0.4332
[2019/12/20 00:39:48] - 97 	 115.1 	 20.0 	 0.1000 	 1.0634 	 0.6799 	 1.5760 	 0.4025 	 1.0009 	 0.6897 	 1.5222 	 0.4249
[2019/12/20 00:42:02] - 98 	 114.5 	 19.7 	 0.1000 	 1.0629 	 0.6821 	 1.5763 	 0.4060 	 1.0333 	 0.6924 	 1.5202 	 0.4282
[2019/12/20 00:44:17] - 99 	 114.7 	 20.2 	 0.0100 	 1.0588 	 0.6846 	 1.5743 	 0.4034 	 1.0487 	 0.6797 	 1.5453 	 0.4227
[2019/12/20 00:46:32] - 100 	 115.0 	 20.2 	 0.0100 	 0.9667 	 0.7189 	 1.4417 	 0.4537 	 0.8767 	 0.7386 	 1.4219 	 0.4620
[2019/12/20 00:48:47] - 101 	 114.7 	 19.9 	 0.0100 	 0.9090 	 0.7363 	 1.4058 	 0.4643 	 0.8630 	 0.7362 	 1.3924 	 0.4761
[2019/12/20 00:51:02] - 102 	 115.0 	 19.7 	 0.0100 	 0.8890 	 0.7440 	 1.3904 	 0.4680 	 0.8517 	 0.7379 	 1.4009 	 0.4759
[2019/12/20 00:53:22] - 103 	 120.4 	 20.1 	 0.0100 	 0.8770 	 0.7490 	 1.3823 	 0.4752 	 0.8644 	 0.7389 	 1.4046 	 0.4724
[2019/12/20 00:55:37] - 104 	 114.9 	 20.1 	 0.0100 	 0.8695 	 0.7531 	 1.3775 	 0.4746 	 0.8587 	 0.7401 	 1.3756 	 0.4812
[2019/12/20 00:57:52] - 105 	 114.7 	 19.9 	 0.0100 	 0.8598 	 0.7557 	 1.3697 	 0.4738 	 0.8434 	 0.7410 	 1.3742 	 0.4837
[2019/12/20 01:00:11] - 106 	 119.0 	 19.7 	 0.0100 	 0.8550 	 0.7574 	 1.3665 	 0.4788 	 0.8240 	 0.7429 	 1.3718 	 0.4820
[2019/12/20 01:02:32] - 107 	 120.4 	 20.6 	 0.0100 	 0.8497 	 0.7596 	 1.3635 	 0.4775 	 0.8282 	 0.7589 	 1.3715 	 0.4776
[2019/12/20 01:04:47] - 108 	 114.7 	 20.2 	 0.0100 	 0.8456 	 0.7601 	 1.3604 	 0.4788 	 0.8385 	 0.7396 	 1.3847 	 0.4797
[2019/12/20 01:07:00] - 109 	 113.1 	 19.8 	 0.0100 	 0.8419 	 0.7608 	 1.3596 	 0.4785 	 0.8325 	 0.7443 	 1.3688 	 0.4855
[2019/12/20 01:09:13] - 110 	 113.6 	 20.0 	 0.0100 	 0.8436 	 0.7630 	 1.3601 	 0.4813 	 0.8243 	 0.7412 	 1.3729 	 0.4840
[2019/12/20 01:11:27] - 111 	 114.2 	 19.4 	 0.0100 	 0.8347 	 0.7643 	 1.3542 	 0.4807 	 0.8524 	 0.7402 	 1.3716 	 0.4868
[2019/12/20 01:13:40] - 112 	 113.2 	 19.9 	 0.0100 	 0.8332 	 0.7678 	 1.3523 	 0.4811 	 0.8390 	 0.7459 	 1.3844 	 0.4800
[2019/12/20 01:15:53] - 113 	 113.9 	 19.3 	 0.0100 	 0.8328 	 0.7665 	 1.3566 	 0.4810 	 0.8152 	 0.7494 	 1.3760 	 0.4815
[2019/12/20 01:18:08] - 114 	 114.3 	 20.1 	 0.0100 	 0.8325 	 0.7677 	 1.3560 	 0.4805 	 0.8368 	 0.7545 	 1.3935 	 0.4754
[2019/12/20 01:20:21] - 115 	 113.6 	 19.8 	 0.0100 	 0.8293 	 0.7683 	 1.3515 	 0.4828 	 0.7968 	 0.7586 	 1.3723 	 0.4787
[2019/12/20 01:22:35] - 116 	 113.8 	 19.7 	 0.0100 	 0.8272 	 0.7681 	 1.3516 	 0.4833 	 0.8125 	 0.7563 	 1.3787 	 0.4773
[2019/12/20 01:24:48] - 117 	 113.7 	 19.7 	 0.0100 	 0.8241 	 0.7703 	 1.3480 	 0.4838 	 0.7954 	 0.7620 	 1.3905 	 0.4755
[2019/12/20 01:27:02] - 118 	 114.1 	 19.8 	 0.0100 	 0.8269 	 0.7705 	 1.3504 	 0.4834 	 0.8370 	 0.7482 	 1.3714 	 0.4828
[2019/12/20 01:29:15] - 119 	 113.6 	 19.6 	 0.0100 	 0.8231 	 0.7679 	 1.3488 	 0.4859 	 0.8100 	 0.7594 	 1.3732 	 0.4845
[2019/12/20 01:31:29] - 120 	 114.0 	 19.6 	 0.0100 	 0.8219 	 0.7718 	 1.3494 	 0.4828 	 0.8722 	 0.7468 	 1.3915 	 0.4858
[2019/12/20 01:33:42] - 121 	 113.8 	 19.6 	 0.0100 	 0.8170 	 0.7734 	 1.3463 	 0.4857 	 0.8393 	 0.7386 	 1.3905 	 0.4781
[2019/12/20 01:35:56] - 122 	 114.3 	 19.6 	 0.0100 	 0.8209 	 0.7726 	 1.3500 	 0.4834 	 0.8139 	 0.7535 	 1.3791 	 0.4724
[2019/12/20 01:38:10] - 123 	 114.0 	 20.0 	 0.0100 	 0.8166 	 0.7736 	 1.3431 	 0.4876 	 0.8120 	 0.7568 	 1.3974 	 0.4732
[2019/12/20 01:40:25] - 124 	 114.9 	 19.8 	 0.0100 	 0.8183 	 0.7733 	 1.3479 	 0.4832 	 0.8205 	 0.7493 	 1.3713 	 0.4816
[2019/12/20 01:42:39] - 125 	 113.8 	 19.9 	 0.0100 	 0.8187 	 0.7722 	 1.3481 	 0.4826 	 0.8309 	 0.7424 	 1.3896 	 0.4771
[2019/12/20 01:44:52] - 126 	 114.1 	 19.8 	 0.0100 	 0.8124 	 0.7744 	 1.3465 	 0.4821 	 0.8195 	 0.7562 	 1.3728 	 0.4808
[2019/12/20 01:47:05] - 127 	 113.6 	 19.1 	 0.0100 	 0.8151 	 0.7730 	 1.3436 	 0.4854 	 0.8516 	 0.7432 	 1.3795 	 0.4840
[2019/12/20 01:49:19] - 128 	 114.3 	 19.8 	 0.0100 	 0.8166 	 0.7738 	 1.3476 	 0.4844 	 0.8356 	 0.7483 	 1.3784 	 0.4841
[2019/12/20 01:51:33] - 129 	 114.4 	 19.7 	 0.0100 	 0.8121 	 0.7760 	 1.3448 	 0.4838 	 0.7919 	 0.7520 	 1.4101 	 0.4686
[2019/12/20 01:53:47] - 130 	 114.0 	 20.0 	 0.0100 	 0.8132 	 0.7757 	 1.3455 	 0.4845 	 0.8323 	 0.7443 	 1.3783 	 0.4805
[2019/12/20 01:56:01] - 131 	 114.0 	 19.9 	 0.0100 	 0.8135 	 0.7750 	 1.3461 	 0.4863 	 0.8079 	 0.7479 	 1.4131 	 0.4742
[2019/12/20 01:58:15] - 132 	 113.8 	 19.9 	 0.0100 	 0.8120 	 0.7770 	 1.3446 	 0.4853 	 0.8200 	 0.7417 	 1.3925 	 0.4725
[2019/12/20 02:00:29] - 133 	 114.0 	 19.9 	 0.0100 	 0.8122 	 0.7745 	 1.3457 	 0.4835 	 0.8122 	 0.7552 	 1.4160 	 0.4675
[2019/12/20 02:02:43] - 134 	 114.4 	 19.5 	 0.0100 	 0.8090 	 0.7765 	 1.3424 	 0.4858 	 0.8340 	 0.7461 	 1.3865 	 0.4826
[2019/12/20 02:04:57] - 135 	 114.0 	 19.9 	 0.0100 	 0.8051 	 0.7786 	 1.3415 	 0.4846 	 0.8452 	 0.7363 	 1.3953 	 0.4742
[2019/12/20 02:07:10] - 136 	 113.5 	 19.6 	 0.0100 	 0.8083 	 0.7760 	 1.3424 	 0.4864 	 0.8121 	 0.7476 	 1.3859 	 0.4781
[2019/12/20 02:09:24] - 137 	 114.3 	 19.5 	 0.0100 	 0.8077 	 0.7797 	 1.3432 	 0.4842 	 0.8242 	 0.7518 	 1.3869 	 0.4804
[2019/12/20 02:11:37] - 138 	 114.0 	 19.5 	 0.0100 	 0.8064 	 0.7777 	 1.3396 	 0.4840 	 0.7847 	 0.7516 	 1.3984 	 0.4702
[2019/12/20 02:13:52] - 139 	 114.7 	 19.7 	 0.0100 	 0.8047 	 0.7780 	 1.3401 	 0.4855 	 0.8067 	 0.7501 	 1.4181 	 0.4703
[2019/12/20 02:16:07] - 140 	 115.0 	 19.9 	 0.0100 	 0.8055 	 0.7777 	 1.3408 	 0.4843 	 0.8046 	 0.7616 	 1.3905 	 0.4782
[2019/12/20 02:18:20] - 141 	 114.0 	 19.6 	 0.0100 	 0.8026 	 0.7786 	 1.3380 	 0.4867 	 0.8268 	 0.7453 	 1.3787 	 0.4796
[2019/12/20 02:20:34] - 142 	 114.0 	 19.6 	 0.0100 	 0.8054 	 0.7784 	 1.3403 	 0.4852 	 0.8275 	 0.7553 	 1.3714 	 0.4838
[2019/12/20 02:22:47] - 143 	 113.6 	 19.8 	 0.0100 	 0.8038 	 0.7816 	 1.3400 	 0.4853 	 0.8220 	 0.7476 	 1.3931 	 0.4799
