[2019/12/19 21:00:14] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_8', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=8)
[2019/12/19 21:00:48] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_8', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=8)
[2019/12/19 21:00:57] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 20:05:52] - 15 	 839.3 	 155.1 	 0.1000 	 0.9165 	 0.7409 	 1.4589 	 0.4484 	 0.9007 	 0.7324 	 1.4614 	 0.4565
[2019/12/20 20:22:29] - 16 	 840.4 	 155.3 	 0.1000 	 0.9005 	 0.7496 	 1.4482 	 0.4515 	 0.9252 	 0.7151 	 1.4442 	 0.4595
[2019/12/20 20:39:05] - 17 	 839.5 	 155.8 	 0.1000 	 0.8882 	 0.7517 	 1.4382 	 0.4546 	 0.8902 	 0.7262 	 1.4239 	 0.4606
[2019/12/20 20:55:43] - 18 	 841.4 	 155.1 	 0.1000 	 0.8722 	 0.7583 	 1.4261 	 0.4606 	 0.8925 	 0.7250 	 1.4293 	 0.4510
[2019/12/20 21:12:19] - 19 	 840.7 	 155.0 	 0.1000 	 0.8620 	 0.7639 	 1.4192 	 0.4621 	 0.8672 	 0.7304 	 1.4077 	 0.4758
[2019/12/20 21:28:57] - 20 	 841.1 	 155.4 	 0.1000 	 0.8555 	 0.7667 	 1.4114 	 0.4628 	 0.8651 	 0.7402 	 1.4252 	 0.4634
[2019/12/20 21:45:33] - 21 	 839.4 	 155.5 	 0.1000 	 0.8444 	 0.7709 	 1.4036 	 0.4666 	 0.8166 	 0.7421 	 1.4046 	 0.4664
[2019/12/20 22:02:08] - 22 	 839.3 	 155.0 	 0.1000 	 0.8346 	 0.7751 	 1.3998 	 0.4706 	 0.8652 	 0.7485 	 1.4101 	 0.4720
[2019/12/20 22:18:48] - 23 	 842.3 	 156.2 	 0.1000 	 0.8242 	 0.7807 	 1.3907 	 0.4721 	 0.8221 	 0.7530 	 1.3769 	 0.4844
[2019/12/20 22:35:26] - 24 	 841.3 	 154.9 	 0.1000 	 0.8176 	 0.7832 	 1.3856 	 0.4737 	 0.8567 	 0.7271 	 1.4167 	 0.4612
[2019/12/20 22:52:04] - 25 	 841.5 	 156.3 	 0.1000 	 0.8068 	 0.7853 	 1.3762 	 0.4737 	 0.8235 	 0.7430 	 1.3995 	 0.4674
[2019/12/20 23:08:46] - 26 	 844.9 	 155.5 	 0.1000 	 0.8026 	 0.7887 	 1.3738 	 0.4770 	 0.8431 	 0.7366 	 1.4053 	 0.4764
[2019/12/20 23:25:24] - 27 	 841.5 	 155.7 	 0.1000 	 0.7981 	 0.7901 	 1.3675 	 0.4795 	 0.8528 	 0.7370 	 1.4082 	 0.4650
[2019/12/20 23:42:08] - 28 	 846.0 	 156.3 	 0.1000 	 0.7884 	 0.7928 	 1.3600 	 0.4829 	 0.7989 	 0.7589 	 1.3829 	 0.4828
[2019/12/20 23:58:52] - 29 	 846.6 	 156.2 	 0.1000 	 0.7826 	 0.7957 	 1.3575 	 0.4837 	 0.8194 	 0.7525 	 1.3701 	 0.4920
[2019/12/21 00:15:32] - 30 	 843.7 	 155.9 	 0.1000 	 0.7784 	 0.7966 	 1.3537 	 0.4861 	 0.7802 	 0.7495 	 1.3857 	 0.4840
[2019/12/21 00:32:09] - 31 	 841.1 	 154.9 	 0.1000 	 0.7720 	 0.7988 	 1.3463 	 0.4884 	 0.7955 	 0.7670 	 1.3667 	 0.4870
[2019/12/21 00:48:45] - 32 	 838.7 	 155.6 	 0.1000 	 0.7696 	 0.8007 	 1.3470 	 0.4879 	 0.7772 	 0.7797 	 1.3845 	 0.4711
[2019/12/21 01:05:25] - 33 	 842.2 	 156.6 	 0.1000 	 0.7645 	 0.8039 	 1.3418 	 0.4874 	 0.7705 	 0.7538 	 1.4010 	 0.4675
[2019/12/21 01:22:09] - 34 	 847.1 	 156.1 	 0.1000 	 0.7648 	 0.8034 	 1.3447 	 0.4869 	 0.8344 	 0.7683 	 1.3732 	 0.4866
[2019/12/21 01:38:52] - 35 	 845.8 	 156.3 	 0.1000 	 0.7544 	 0.8062 	 1.3361 	 0.4892 	 0.7851 	 0.7529 	 1.3685 	 0.4881
[2019/12/21 01:55:32] - 36 	 843.5 	 154.8 	 0.1000 	 0.7513 	 0.8047 	 1.3301 	 0.4928 	 0.7964 	 0.7809 	 1.3390 	 0.4953
[2019/12/21 02:12:08] - 37 	 839.7 	 155.1 	 0.1000 	 0.7486 	 0.8079 	 1.3299 	 0.4927 	 0.8024 	 0.7575 	 1.3834 	 0.4823
[2019/12/21 02:28:44] - 38 	 840.2 	 155.5 	 0.1000 	 0.7403 	 0.8127 	 1.3222 	 0.4951 	 0.8003 	 0.7672 	 1.3655 	 0.4928
[2019/12/21 02:45:21] - 39 	 840.0 	 155.1 	 0.1000 	 0.7386 	 0.8116 	 1.3227 	 0.4957 	 0.7433 	 0.7809 	 1.4035 	 0.4757
[2019/12/21 03:01:56] - 40 	 839.1 	 154.7 	 0.1000 	 0.7419 	 0.8093 	 1.3249 	 0.4960 	 0.7699 	 0.7630 	 1.3884 	 0.4724
[2019/12/21 03:18:31] - 41 	 839.5 	 154.9 	 0.1000 	 0.7368 	 0.8130 	 1.3211 	 0.4948 	 0.8102 	 0.7729 	 1.3896 	 0.4776
[2019/12/21 03:35:07] - 42 	 839.5 	 155.2 	 0.1000 	 0.7319 	 0.8141 	 1.3148 	 0.4975 	 0.7926 	 0.7565 	 1.3383 	 0.4965
[2019/12/21 03:51:42] - 43 	 839.1 	 154.7 	 0.1000 	 0.7295 	 0.8169 	 1.3146 	 0.4975 	 0.7792 	 0.7717 	 1.3596 	 0.4843
[2019/12/21 04:08:17] - 44 	 839.1 	 155.3 	 0.1000 	 0.7251 	 0.8175 	 1.3122 	 0.4970 	 0.7508 	 0.7787 	 1.3594 	 0.4883
[2019/12/21 04:24:53] - 45 	 839.7 	 154.7 	 0.1000 	 0.7257 	 0.8171 	 1.3116 	 0.4979 	 0.7572 	 0.7891 	 1.3405 	 0.4963
[2019/12/21 04:41:29] - 46 	 839.5 	 155.2 	 0.1000 	 0.7196 	 0.8201 	 1.3079 	 0.4984 	 0.7772 	 0.7633 	 1.3422 	 0.4920
[2019/12/21 04:58:04] - 47 	 839.8 	 154.9 	 0.1000 	 0.7214 	 0.8186 	 1.3081 	 0.5007 	 0.7458 	 0.7771 	 1.3379 	 0.4962
[2019/12/21 05:14:39] - 48 	 838.4 	 154.7 	 0.1000 	 0.7153 	 0.8208 	 1.3040 	 0.4996 	 0.7755 	 0.7797 	 1.3850 	 0.4872
[2019/12/21 05:31:14] - 49 	 839.0 	 155.0 	 0.1000 	 0.7135 	 0.8216 	 1.3025 	 0.5030 	 0.7603 	 0.7843 	 1.3926 	 0.4741
[2019/12/21 05:47:50] - 50 	 839.9 	 155.2 	 0.1000 	 0.7084 	 0.8235 	 1.2965 	 0.5048 	 0.7452 	 0.7677 	 1.3590 	 0.4886
[2019/12/21 06:04:26] - 51 	 839.7 	 155.0 	 0.1000 	 0.7080 	 0.8234 	 1.2960 	 0.5031 	 0.7844 	 0.7597 	 1.3644 	 0.4888
[2019/12/21 06:21:01] - 52 	 839.3 	 154.9 	 0.1000 	 0.7051 	 0.8242 	 1.2940 	 0.5053 	 0.7763 	 0.7554 	 1.3641 	 0.4883
[2019/12/21 06:37:36] - 53 	 838.9 	 154.7 	 0.1000 	 0.7055 	 0.8269 	 1.2939 	 0.5025 	 0.7225 	 0.7896 	 1.3576 	 0.4841
[2019/12/21 06:54:10] - 54 	 838.5 	 154.6 	 0.1000 	 0.7065 	 0.8251 	 1.2962 	 0.5051 	 0.7249 	 0.7925 	 1.3632 	 0.4861
[2019/12/21 07:10:44] - 55 	 838.3 	 154.3 	 0.1000 	 0.7028 	 0.8248 	 1.2939 	 0.5016 	 0.7333 	 0.7912 	 1.3412 	 0.4955
[2019/12/21 07:27:19] - 56 	 838.9 	 155.2 	 0.1000 	 0.7026 	 0.8261 	 1.2929 	 0.5036 	 0.7728 	 0.7882 	 1.3724 	 0.4900
[2019/12/21 07:43:54] - 57 	 838.8 	 154.5 	 0.1000 	 0.6983 	 0.8287 	 1.2896 	 0.5078 	 0.7341 	 0.7676 	 1.3599 	 0.4940
[2019/12/21 08:00:28] - 58 	 838.6 	 154.9 	 0.1000 	 0.6926 	 0.8292 	 1.2828 	 0.5096 	 0.7516 	 0.7875 	 1.3588 	 0.4892
[2019/12/21 08:17:05] - 59 	 840.2 	 155.4 	 0.1000 	 0.6966 	 0.8274 	 1.2861 	 0.5099 	 0.7591 	 0.7843 	 1.3675 	 0.4916
[2019/12/21 08:33:40] - 60 	 839.2 	 154.9 	 0.1000 	 0.6914 	 0.8309 	 1.2839 	 0.5079 	 0.7739 	 0.7758 	 1.3703 	 0.4829
[2019/12/21 08:50:13] - 61 	 837.4 	 154.4 	 0.1000 	 0.6918 	 0.8306 	 1.2855 	 0.5076 	 0.7701 	 0.7823 	 1.3597 	 0.4929
[2019/12/21 09:06:48] - 62 	 838.3 	 155.4 	 0.1000 	 0.6948 	 0.8297 	 1.2866 	 0.5065 	 0.7723 	 0.7811 	 1.3358 	 0.4988
[2019/12/21 09:23:22] - 63 	 838.3 	 154.9 	 0.1000 	 0.6905 	 0.8330 	 1.2823 	 0.5064 	 0.7313 	 0.7988 	 1.3325 	 0.5031
[2019/12/21 09:39:58] - 64 	 839.7 	 154.8 	 0.1000 	 0.6872 	 0.8323 	 1.2808 	 0.5075 	 0.7105 	 0.8017 	 1.3524 	 0.4884
[2019/12/21 09:56:33] - 65 	 839.7 	 154.9 	 0.1000 	 0.6884 	 0.8326 	 1.2799 	 0.5090 	 0.7259 	 0.7996 	 1.3127 	 0.5075
[2019/12/21 10:13:14] - 66 	 843.2 	 156.5 	 0.1000 	 0.6864 	 0.8343 	 1.2819 	 0.5088 	 0.7449 	 0.7823 	 1.3537 	 0.4893
[2019/12/21 10:29:53] - 67 	 841.2 	 156.1 	 0.1000 	 0.6873 	 0.8307 	 1.2803 	 0.5110 	 0.6920 	 0.8038 	 1.3296 	 0.4968
[2019/12/21 10:46:30] - 68 	 840.9 	 155.5 	 0.1000 	 0.6841 	 0.8344 	 1.2783 	 0.5093 	 0.7487 	 0.7845 	 1.3160 	 0.5090
[2019/12/21 11:03:06] - 69 	 839.5 	 154.7 	 0.1000 	 0.6801 	 0.8361 	 1.2762 	 0.5077 	 0.6887 	 0.8027 	 1.3642 	 0.4867
[2019/12/21 11:19:48] - 70 	 844.7 	 156.4 	 0.1000 	 0.6782 	 0.8382 	 1.2724 	 0.5107 	 0.7501 	 0.7794 	 1.3580 	 0.4935
[2019/12/21 11:36:30] - 71 	 844.1 	 156.5 	 0.1000 	 0.6807 	 0.8351 	 1.2751 	 0.5108 	 0.7520 	 0.7804 	 1.3332 	 0.4988
[2019/12/21 11:52:47] - 72 	 825.4 	 150.9 	 0.1000 	 0.6765 	 0.8367 	 1.2717 	 0.5111 	 0.7276 	 0.7810 	 1.3730 	 0.4805
[2019/12/21 12:09:01] - 73 	 821.9 	 151.1 	 0.1000 	 0.6755 	 0.8353 	 1.2697 	 0.5106 	 0.7388 	 0.7864 	 1.3692 	 0.4873
[2019/12/21 12:25:32] - 74 	 834.1 	 155.8 	 0.1000 	 0.6809 	 0.8347 	 1.2762 	 0.5104 	 0.7060 	 0.8016 	 1.3789 	 0.4860
[2019/12/21 12:42:05] - 75 	 837.4 	 154.5 	 0.1000 	 0.6764 	 0.8362 	 1.2720 	 0.5090 	 0.7378 	 0.7779 	 1.3259 	 0.5009
[2019/12/21 12:58:38] - 76 	 837.3 	 154.1 	 0.1000 	 0.6738 	 0.8369 	 1.2705 	 0.5108 	 0.7411 	 0.7872 	 1.3445 	 0.4953
[2019/12/21 13:15:05] - 77 	 834.2 	 151.3 	 0.1000 	 0.6755 	 0.8386 	 1.2728 	 0.5124 	 0.7192 	 0.7865 	 1.3451 	 0.4999
[2019/12/21 13:31:19] - 78 	 822.1 	 151.3 	 0.1000 	 0.6705 	 0.8378 	 1.2643 	 0.5151 	 0.7311 	 0.7911 	 1.3794 	 0.4736
[2019/12/21 13:47:33] - 79 	 821.8 	 151.2 	 0.1000 	 0.6691 	 0.8378 	 1.2640 	 0.5137 	 0.7157 	 0.7906 	 1.3354 	 0.4955
[2019/12/21 14:03:47] - 80 	 821.8 	 151.3 	 0.1000 	 0.6686 	 0.8383 	 1.2665 	 0.5138 	 0.7954 	 0.7766 	 1.3725 	 0.4874
[2019/12/21 14:20:11] - 81 	 826.9 	 155.7 	 0.1000 	 0.6666 	 0.8401 	 1.2621 	 0.5135 	 0.7557 	 0.7719 	 1.3511 	 0.4927
[2019/12/21 14:36:57] - 82 	 848.0 	 156.5 	 0.1000 	 0.6699 	 0.8390 	 1.2661 	 0.5135 	 0.7823 	 0.7741 	 1.3453 	 0.4972
[2019/12/21 14:53:31] - 83 	 839.1 	 154.4 	 0.1000 	 0.6622 	 0.8434 	 1.2603 	 0.5151 	 0.6993 	 0.7931 	 1.3281 	 0.4967
[2019/12/21 15:10:05] - 84 	 837.6 	 154.5 	 0.1000 	 0.6649 	 0.8408 	 1.2632 	 0.5152 	 0.7831 	 0.7795 	 1.3701 	 0.4827
[2019/12/21 15:26:39] - 85 	 837.3 	 155.7 	 0.1000 	 0.6684 	 0.8402 	 1.2634 	 0.5118 	 0.7284 	 0.7858 	 1.3493 	 0.4925
[2019/12/21 15:43:20] - 86 	 844.4 	 156.1 	 0.1000 	 0.6603 	 0.8427 	 1.2544 	 0.5185 	 0.7616 	 0.7835 	 1.3601 	 0.4945
[2019/12/21 16:00:03] - 87 	 845.2 	 156.0 	 0.1000 	 0.6630 	 0.8434 	 1.2617 	 0.5150 	 0.7039 	 0.7962 	 1.3733 	 0.4858
[2019/12/21 16:16:40] - 88 	 841.9 	 154.7 	 0.1000 	 0.6625 	 0.8411 	 1.2601 	 0.5143 	 0.7683 	 0.7816 	 1.3397 	 0.4986
[2019/12/21 16:33:15] - 89 	 838.6 	 154.7 	 0.1000 	 0.6635 	 0.8421 	 1.2599 	 0.5139 	 0.7401 	 0.7903 	 1.3801 	 0.4835
[2019/12/21 16:49:48] - 90 	 837.2 	 154.9 	 0.1000 	 0.6600 	 0.8429 	 1.2579 	 0.5150 	 0.7534 	 0.7804 	 1.3618 	 0.4853
[2019/12/21 17:06:13] - 91 	 828.8 	 155.0 	 0.1000 	 0.6588 	 0.8439 	 1.2573 	 0.5152 	 0.7554 	 0.7770 	 1.3491 	 0.4979
[2019/12/21 17:22:56] - 92 	 845.7 	 156.0 	 0.1000 	 0.6596 	 0.8452 	 1.2576 	 0.5140 	 0.7396 	 0.7973 	 1.3396 	 0.4935
[2019/12/21 17:39:38] - 93 	 845.6 	 155.9 	 0.1000 	 0.6598 	 0.8421 	 1.2581 	 0.5164 	 0.7410 	 0.7836 	 1.3567 	 0.4969
[2019/12/21 17:56:21] - 94 	 845.2 	 155.9 	 0.1000 	 0.6571 	 0.8452 	 1.2559 	 0.5183 	 0.7038 	 0.7976 	 1.3522 	 0.4876
[2019/12/21 18:13:03] - 95 	 845.7 	 156.0 	 0.1000 	 0.6571 	 0.8452 	 1.2576 	 0.5143 	 0.7784 	 0.7656 	 1.3629 	 0.4892
[2019/12/21 18:29:44] - 96 	 844.2 	 155.2 	 0.1000 	 0.6564 	 0.8444 	 1.2527 	 0.5166 	 0.7373 	 0.7939 	 1.3447 	 0.4866
[2019/12/21 18:46:25] - 97 	 843.9 	 155.9 	 0.1000 	 0.6570 	 0.8454 	 1.2561 	 0.5149 	 0.7346 	 0.7772 	 1.3630 	 0.4877
[2019/12/21 19:03:05] - 98 	 843.2 	 155.9 	 0.1000 	 0.6514 	 0.8467 	 1.2508 	 0.5176 	 0.7182 	 0.7831 	 1.3615 	 0.4877
[2019/12/21 19:19:41] - 99 	 840.0 	 155.0 	 0.0100 	 0.6529 	 0.8448 	 1.2517 	 0.5173 	 0.7184 	 0.7866 	 1.3754 	 0.4831
[2019/12/21 19:36:23] - 100 	 844.1 	 156.0 	 0.0100 	 0.5220 	 0.8798 	 1.0032 	 0.6111 	 0.5097 	 0.8543 	 1.2305 	 0.5405
[2019/12/21 19:53:03] - 101 	 843.3 	 156.0 	 0.0100 	 0.4295 	 0.9017 	 0.9079 	 0.6395 	 0.5200 	 0.8481 	 1.1838 	 0.5476
[2019/12/21 20:09:46] - 102 	 846.3 	 156.0 	 0.0100 	 0.3959 	 0.9116 	 0.8694 	 0.6559 	 0.4875 	 0.8581 	 1.2106 	 0.5517
[2019/12/21 20:26:29] - 103 	 845.4 	 155.9 	 0.0100 	 0.3687 	 0.9201 	 0.8370 	 0.6662 	 0.5008 	 0.8549 	 1.1787 	 0.5600
[2019/12/21 20:43:11] - 104 	 845.8 	 155.7 	 0.0100 	 0.3433 	 0.9271 	 0.8041 	 0.6758 	 0.4897 	 0.8600 	 1.2118 	 0.5451
[2019/12/21 20:59:53] - 105 	 844.9 	 156.0 	 0.0100 	 0.3246 	 0.9320 	 0.7819 	 0.6866 	 0.4677 	 0.8658 	 1.2533 	 0.5405
[2019/12/21 21:16:36] - 106 	 845.9 	 156.0 	 0.0100 	 0.3081 	 0.9376 	 0.7607 	 0.6905 	 0.4803 	 0.8582 	 1.2107 	 0.5520
[2019/12/21 21:33:18] - 107 	 844.7 	 155.8 	 0.0100 	 0.2926 	 0.9417 	 0.7422 	 0.6968 	 0.4545 	 0.8584 	 1.3056 	 0.5379
[2019/12/21 21:50:15] - 108 	 861.3 	 155.0 	 0.0100 	 0.2782 	 0.9455 	 0.7216 	 0.7056 	 0.4433 	 0.8628 	 1.3228 	 0.5376
[2019/12/21 22:07:02] - 109 	 849.8 	 156.0 	 0.0100 	 0.2630 	 0.9497 	 0.7030 	 0.7122 	 0.4478 	 0.8616 	 1.3640 	 0.5302
[2019/12/21 22:23:44] - 110 	 844.6 	 155.9 	 0.0100 	 0.2535 	 0.9529 	 0.6927 	 0.7125 	 0.4477 	 0.8662 	 1.2934 	 0.5410
[2019/12/21 22:40:27] - 111 	 846.4 	 155.8 	 0.0100 	 0.2441 	 0.9551 	 0.6813 	 0.7170 	 0.4501 	 0.8667 	 1.3064 	 0.5442
[2019/12/21 22:57:00] - 112 	 837.8 	 153.9 	 0.0100 	 0.2310 	 0.9591 	 0.6653 	 0.7226 	 0.4509 	 0.8648 	 1.3573 	 0.5300
[2019/12/21 23:13:36] - 113 	 840.3 	 154.4 	 0.0100 	 0.2244 	 0.9604 	 0.6579 	 0.7256 	 0.4508 	 0.8565 	 1.3896 	 0.5264
[2019/12/21 23:30:01] - 114 	 832.4 	 151.1 	 0.0100 	 0.2137 	 0.9635 	 0.6443 	 0.7299 	 0.4550 	 0.8608 	 1.3908 	 0.5242
[2019/12/21 23:46:14] - 115 	 821.5 	 151.2 	 0.0100 	 0.2119 	 0.9640 	 0.6424 	 0.7320 	 0.4431 	 0.8611 	 1.4172 	 0.5216
[2019/12/22 00:02:28] - 116 	 821.2 	 151.3 	 0.0100 	 0.2037 	 0.9657 	 0.6303 	 0.7358 	 0.4489 	 0.8599 	 1.4030 	 0.5228
[2019/12/22 00:18:43] - 117 	 822.2 	 151.3 	 0.0100 	 0.1958 	 0.9685 	 0.6228 	 0.7401 	 0.4296 	 0.8642 	 1.4909 	 0.5076
[2019/12/22 00:35:12] - 118 	 833.1 	 155.0 	 0.0100 	 0.1902 	 0.9695 	 0.6107 	 0.7434 	 0.4584 	 0.8610 	 1.4575 	 0.5099
[2019/12/22 00:51:50] - 119 	 842.3 	 155.1 	 0.0100 	 0.1875 	 0.9713 	 0.6162 	 0.7391 	 0.4543 	 0.8570 	 1.4360 	 0.5145
[2019/12/22 01:08:30] - 120 	 842.4 	 155.9 	 0.0100 	 0.1803 	 0.9722 	 0.6011 	 0.7462 	 0.4404 	 0.8629 	 1.5141 	 0.5019
[2019/12/22 01:25:13] - 121 	 845.8 	 156.0 	 0.0100 	 0.1749 	 0.9741 	 0.5985 	 0.7461 	 0.4575 	 0.8564 	 1.4426 	 0.5192
[2019/12/22 01:41:55] - 122 	 845.6 	 155.7 	 0.0100 	 0.1686 	 0.9752 	 0.5840 	 0.7511 	 0.4525 	 0.8574 	 1.5461 	 0.5075
[2019/12/22 01:58:32] - 123 	 840.8 	 155.0 	 0.0100 	 0.1645 	 0.9765 	 0.5811 	 0.7531 	 0.4636 	 0.8532 	 1.5120 	 0.5058
[2019/12/22 02:15:13] - 124 	 843.9 	 155.8 	 0.0100 	 0.1607 	 0.9773 	 0.5808 	 0.7525 	 0.4563 	 0.8541 	 1.5869 	 0.4943
[2019/12/22 02:31:51] - 125 	 841.3 	 156.0 	 0.0100 	 0.1581 	 0.9779 	 0.5756 	 0.7547 	 0.4463 	 0.8625 	 1.4920 	 0.5041
[2019/12/22 02:48:31] - 126 	 842.5 	 155.9 	 0.0100 	 0.1520 	 0.9793 	 0.5638 	 0.7580 	 0.4518 	 0.8604 	 1.5318 	 0.5026
[2019/12/22 03:05:11] - 127 	 844.1 	 155.0 	 0.0100 	 0.1484 	 0.9804 	 0.5587 	 0.7609 	 0.4578 	 0.8531 	 1.5347 	 0.5065
[2019/12/22 03:21:53] - 128 	 844.8 	 155.9 	 0.0100 	 0.1443 	 0.9816 	 0.5531 	 0.7631 	 0.4314 	 0.8626 	 1.5359 	 0.5071
[2019/12/22 03:38:33] - 129 	 843.8 	 154.9 	 0.0100 	 0.1400 	 0.9814 	 0.5460 	 0.7655 	 0.4621 	 0.8564 	 1.5036 	 0.5102
[2019/12/22 03:55:12] - 130 	 843.6 	 154.9 	 0.0100 	 0.1378 	 0.9829 	 0.5467 	 0.7643 	 0.4670 	 0.8534 	 1.5797 	 0.4941
[2019/12/22 04:11:50] - 131 	 840.5 	 155.7 	 0.0100 	 0.1332 	 0.9824 	 0.5351 	 0.7686 	 0.4565 	 0.8558 	 1.6123 	 0.4947
[2019/12/22 04:28:31] - 132 	 844.8 	 155.8 	 0.0100 	 0.1292 	 0.9833 	 0.5313 	 0.7716 	 0.4735 	 0.8550 	 1.5357 	 0.5106
[2019/12/22 04:45:13] - 133 	 844.6 	 155.8 	 0.0100 	 0.1255 	 0.9841 	 0.5221 	 0.7754 	 0.4572 	 0.8516 	 1.6944 	 0.4841
[2019/12/22 05:01:52] - 134 	 842.4 	 155.9 	 0.0100 	 0.1243 	 0.9853 	 0.5239 	 0.7737 	 0.4416 	 0.8564 	 1.6387 	 0.4954
[2019/12/22 05:18:32] - 135 	 842.5 	 155.8 	 0.0100 	 0.1198 	 0.9859 	 0.5156 	 0.7785 	 0.4606 	 0.8554 	 1.5523 	 0.5002
[2019/12/22 05:35:11] - 136 	 842.8 	 155.7 	 0.0100 	 0.1188 	 0.9863 	 0.5156 	 0.7754 	 0.4441 	 0.8600 	 1.6973 	 0.4765
